"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"60","BB","WC","Low","RU",15,9,101,-0.209,-0.209,-0.209,-0.209,-0.209,1,1.859,1.859,1.859,1.859,1.859,1,0.244,0.244,0.244,0.244,0.244,1,0.208,0.208,0.208,0.208,0.208,1,1.973,1.973,1.973,1.973,1.973,1,-0.081,-0.081,-0.081,-0.081,-0.081,1,-0.199,-0.199,-0.199,-0.199,-0.199,1,0.105,0.158,1.228,0,0.025,0.16,1.8384,1,0,0.3,60.75,72.5,1.9393,1,57,101.25,2.5129,1,36,110,3.5,6,0.0661,0,3,6,0.9,0,2,6,0.05,0.3,1.1384,0,0,0.3,1.4092,0,0,0.45,0.2603,0.61,0,0,1
"61","DS","WB","High","RI",10,9,100,0.617,0.617,0.617,0.617,0.617,1,0.122,0.122,0.122,0.122,0.122,1,-0.293,-0.293,-0.293,-0.293,-0.293,1,0.614,0.614,0.614,0.614,0.614,1,0.02,0.02,0.02,0.02,0.02,1,0.27,0.27,0.27,0.27,0.27,1,7.678,7.678,7.678,7.678,7.678,1,0.07,1.337,-2.4232,0,0,1.728,-3.5104,0,0,1.76,23.25,39.5,-0.8172,0,21.25,47,-0.0229,0,20,49,4.25,6,-1.1794,0,4,6,0.6576,0,4,6,0.262,0.462,0.9708,0,0.213,0.613,1.4871,0,0.2,0.9,2.1622,0.141,0,0,1
"62","DS","WB","High","PO",9,8,105,-99.078,-99.078,-99.078,-99.078,-99.078,1,1.133,1.133,1.133,1.133,1.133,1,0.528,0.528,0.528,0.528,0.528,1,-95.649,-95.649,-95.649,-95.649,-95.649,1,0.373,0.373,0.373,0.373,0.373,1,1.658,1.658,1.658,1.658,1.658,1,-0.486,-0.486,-0.486,-0.486,-0.486,1,0,0,2.3104,1,0,0,2.3104,1,0,0.3,151,151,2.5262,1,69.25,151,1.5169,0,35,151,3.5,6.5,-0.2823,0,1.5,6.9,-1.9059,0,1,7,0,0.525,-5.1608,0,0,0.738,-3.6272,0,0,0.75,1.604,0.205,0,0,1
"63","DS","WB","High","RU",6,5,79,-0.385,-0.385,-0.385,-0.385,-0.385,1,0.077,0.077,0.077,0.077,0.077,1,0.357,0.357,0.357,0.357,0.357,1,-0.398,-0.398,-0.398,-0.398,-0.398,1,0.147,0.147,0.147,0.147,0.147,1,-0.34,-0.34,-0.34,-0.34,-0.34,1,-0.469,-0.469,-0.469,-0.469,-0.469,1,0.11,0.155,1.6477,1,0.086,0.167,0.5393,0,0,0.25,34,52,-0.3658,0,27.6,60,-1.2304,0,26,62,4.5,6,-0.9535,0,4.1,6.8,-0.9535,0,3,7,0,0.1,-0.0408,0,0,0.18,-0.3054,0,0,0.5,0.5887,0.443,0,0,1
"64","DS","WB","Low","RI",28,16,283,0.141,0.141,0.141,0.141,0.141,1,0.637,0.637,0.637,0.637,0.637,1,0.748,0.748,0.748,0.748,0.748,1,0.247,0.247,0.247,0.247,0.247,1,0.645,0.645,0.645,0.645,0.645,1,0.566,0.566,0.566,0.566,0.566,1,0.283,0.283,0.283,0.283,0.283,1,0.118,0.198,3.2895,1,0,0.703,-1.7605,0,0,0.91,21.5,49.5,0.1591,0,12.65,59.6,-0.1022,0,11,64,5,6,2.501,1,5,6,2.501,1,3,6,0.1,0.6,1.0416,0,0.055,0.845,1.4155,0,0,0.9,0.776,0.378,0,0,1
"65","DS","WB","Low","PO",21,13,299,-0.277,-0.277,-0.277,-0.277,-0.277,1,0.848,0.848,0.848,0.848,0.848,1,-0.456,-0.456,-0.456,-0.456,-0.456,1,0.41,0.41,0.41,0.41,0.41,1,1.061,1.061,1.061,1.061,1.061,1,0.498,0.498,0.498,0.498,0.498,1,0.395,0.395,0.395,0.395,0.395,1,0,0.04,-0.0616,0,0,0.05,1.2559,0,0,0.14,94,151,3.2155,1,75,151,3.2136,1,4,151,1.5,5,-0.1675,0,1,5.7,0.7221,0,1,6,0,0.3,-0.5826,0,0,0.6,-1.8929,0,0,0.8,1.0543,0.305,0,0,1
"66","DS","WB","Low","RU",12,10,70,0.025,0.025,0.025,0.025,0.025,1,0.286,0.286,0.286,0.286,0.286,1,0.624,0.624,0.624,0.624,0.624,1,0.106,0.106,0.106,0.106,0.106,1,0.314,0.314,0.314,0.314,0.314,1,0.434,0.434,0.434,0.434,0.434,1,0.582,0.582,0.582,0.582,0.582,1,0.07,0.145,1.2672,0,0.025,0.241,0.6946,0,0.01,0.28,38,57,1.1283,0,31.8,103.6,0.4133,0,30,118,5,6.5,0.6016,0,5,7,1.424,0,4,7,0,0.45,-2.0336,0,0,0.57,-0.8414,0,0,0.6,1.853,0.173,0,0,1
"67","DS","WC","High","RI",4,3,72,0.615,0.615,0.615,0.615,0.615,1,0.658,0.658,0.658,0.658,0.658,1,24.144,24.144,24.144,24.144,24.144,1,0.596,0.596,0.596,0.596,0.596,1,0.681,0.681,0.681,0.681,0.681,1,0.724,0.724,0.724,0.724,0.724,1,7.369,7.369,7.369,7.369,7.369,1,0.378,0.912,-1.3151,0,0.164,1.127,-2.5895,0,0.11,1.18,52.5,57.5,-0.4556,0,50.5,59.5,-0.6372,0,34,60,6,6,1.8331,1,6,6,1.8331,1,6,6,0.375,0.725,-1.1585,0,0.235,0.865,-1.7904,0,0.2,0.9,0.8296,0.362,0,1,1
"68","DS","WC","High","PO",6,6,41,-0.091,-0.091,-0.091,-0.091,-0.091,1,0.62,0.62,0.62,0.62,0.62,1,0.384,0.384,0.384,0.384,0.384,1,0.64,0.64,0.64,0.64,0.64,1,0.978,0.978,0.978,0.978,0.978,1,-28.562,-28.562,-28.562,-28.562,-28.562,1,8.526,8.526,8.526,8.526,8.526,1,0,0.043,0.3346,0,0,0.144,-0.8746,0,0,0.17,128.25,151,1.1919,0,73.65,151,0.3346,0,60,151,4,4,1.4552,0,4,4,1.4552,0,4,4,0,0,1.2775,0,0,0,1.2775,0,0,0,0.8914,0.345,0,1,1
"69","DS","WC","Low","RI",26,13,640,-0.389,-0.389,-0.389,-0.389,-0.389,1,0.629,0.629,0.629,0.629,0.629,1,0.23,0.23,0.23,0.23,0.23,1,-0.417,-0.417,-0.417,-0.417,-0.417,1,0.619,0.619,0.619,0.619,0.619,1,0.304,0.304,0.304,0.304,0.304,1,-0.519,-0.519,-0.519,-0.519,-0.519,1,0.1,0.19,2.4541,1,0.052,0.304,1.6324,0,0,0.45,34,50,0.7883,0,26.8,54,0.9571,0,17,63,5,5,1.6708,1,3.8,6,0.6625,0,3,6,0.15,0.4,0.9293,0,0.04,0.8,-0.165,0,0,1,3.2904,0.07,0,0,1
"70","DS","WC","Low","PO",24,11,446,0.517,0.517,0.517,0.517,0.517,1,0.141,0.141,0.141,0.141,0.141,1,0.258,0.258,0.258,0.258,0.258,1,0.683,0.683,0.683,0.683,0.683,1,0.614,0.614,0.614,0.614,0.614,1,0.493,0.493,0.493,0.493,0.493,1,1.075,1.075,1.075,1.075,1.075,1,0.035,0.118,2.5121,1,0.007,0.205,1.7985,1,0,0.33,81.75,106,2.7988,1,56.4,141.55,1.6116,0,8,151,4,6,2.0052,1,2.3,6,1.7858,1,1,7,0,0.5,-0.7078,0,0,0.565,-0.7582,0,0,0.8,5.6907,0.017,1,0,1
"71","DS","WC","Low","RU",12,8,101,-0.381,-0.381,-0.381,-0.381,-0.381,1,3.612,3.612,3.612,3.612,3.612,1,0.304,0.304,0.304,0.304,0.304,1,0.074,0.074,0.074,0.074,0.074,1,3.613,3.613,3.613,3.613,3.613,1,-0.128,-0.128,-0.128,-0.128,-0.128,1,-0.633,-0.633,-0.633,-0.633,-0.633,1,0.022,0.137,0.0238,0,0,0.218,0.0297,0,0,0.24,58.25,120.25,0.3471,0,52.75,145.5,1.6069,0,52,151,3.5,5,0.4527,0,3,6.5,-0.3209,0,3,7,0,0.212,-0.2065,0,0,0.512,-0.9,0,0,0.7,3.2039,0.073,0,0,1
"72","BB","WB","All","RI",17,13,383,-0.286,-0.286,-0.286,-0.286,-0.286,1,0.279,0.279,0.279,0.279,0.279,1,-0.18,-0.18,-0.18,-0.18,-0.18,1,-0.299,-0.299,-0.299,-0.299,-0.299,1,0.285,0.285,0.285,0.285,0.285,1,-0.849,-0.849,-0.849,-0.849,-0.849,1,-0.401,-0.401,-0.401,-0.401,-0.401,1,0.04,0.31,0.4008,0,0.004,0.428,0.5754,0,0,0.81,20,41,-0.0767,0,18,43.2,1.4364,0,18,44,5,5,1.9897,1,3.8,5.6,0.7048,0,3,6,0,0.15,2.228,1,0,0.33,1.0919,0,0,0.7,1.588,0.208,0,0,1
"73","BB","WB","All","PO",70,23,404,0.311,0.311,0.311,0.311,0.311,1,0.142,0.142,0.142,0.142,0.142,1,0.25,0.25,0.25,0.25,0.25,1,0.414,0.414,0.414,0.414,0.414,1,0.374,0.374,0.374,0.374,0.374,1,0.495,0.495,0.495,0.495,0.495,1,0.183,0.183,0.183,0.183,0.183,1,0,0.06,-0.6586,0,0,0.22,0.238,0,0,0.22,53,108,1.411,0,40.4,151,2.0065,1,26,151,4,6,1.0111,0,1.8,7,0.7484,0,1,7,0,0.3,-2.9033,0,0,0.52,-1.4759,0,0,0.6,0.4925,0.483,0,0,1
"74","BB","WB","All","RU",22,16,149,-0.032,-0.032,-0.032,-0.032,-0.032,1,0.296,0.296,0.296,0.296,0.296,1,0.015,0.015,0.015,0.015,0.015,1,-0.025,-0.025,-0.025,-0.025,-0.025,1,0.295,0.295,0.295,0.295,0.295,1,0.232,0.232,0.232,0.232,0.232,1,0.215,0.215,0.215,0.215,0.215,1,0.045,0.265,-0.1484,0,0.01,0.428,1.0867,0,0,0.5,42.75,60,1.9339,1,30.55,70.75,1.4535,0,30,79,4.75,6,0.1048,0,3,7,0.6686,0,3,7,0,0.225,-0.6769,0,0,0.435,-0.5849,0,0,0.6,0.4886,0.485,0,0,1
