ObjectID,Creation Date,Site Type ,Tag,Fish Species,Other - Fish Species,Size,Coded Size,Number of Individuals,Mesohabitat,Other - Mesohabitat,Stream Width (m),Substrate,Substrate Feature,Surface Turbulence ,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation ,Undercut Bank,Instream Cover,Canopy Cover,Depth (cm),Velocity (m/s),Longitude (N),Latitude (W),Notes,,x,y,,Data Changes
375,6/18/2022 18:12,Available,NA,NA,,,,NA,Pool,,5.2,Boulder,0.1,0,0,0,0,0,0.1,Yes,38,0.27,34.538619,111.683725,,0,0,,,
376,6/18/2022 18:13,Available,NA,NA,,,,NA,Riffle,,6,Boulder,0.2,0.4,0,0,0,0,0.6,No,36,0.43,34.538619,111.68365,,-111.6838123,34.53862701,"Changed from Riffle,Pool to Riffle based on velocity",,
377,6/18/2022 18:18,Available,NA,NA,,,,NA,Riffle,,3.6,Gravel,0,0,0,0,0,0,0,No,28,0.13,34.536636,111.683565,,-111.6836501,34.53864057,,,
378,6/18/2022 18:23,Available,NA,NA,,,,NA,Riffle,,4.5,Gravel,0,0,0,0,0,0,0,No,47,0.59,34.538644,111.683475,,-111.6835786,34.53867267,,,
379,6/18/2022 18:25,Available,NA,NA,,,,NA,Riffle,,6.8,Pebble,0.2,0,0,0,0,0,0.2,No,34,0.48,34.538621,111.683401,,-111.6835583,34.53863768,,,
381,6/18/2022 18:32,Available,NA,NA,,,,NA,Riffle,,6.8,Cobble,0,0,0,0,0,0,0,No,48,0.27,34.538584,111.683334,,-111.6834021,34.53860425,,,
382,6/18/2022 18:35,Available,NA,NA,,,,NA,Riffle,,6.7,Sand,0.1,0,0,0,0,0,0.1,Yes,73,0.03,34.538569,111.683247,,-111.683436,34.53863992,,,
383,6/18/2022 18:38,Available,NA,NA,,,,NA,Riffle,,4.2,Boulder,0.1,0.2,0,0,0,0,0.3,Yes,22,0.75,34.538527,111.683159,,-111.6831879,34.53846685,,,
384,6/18/2022 19:53,Available,NA,NA,,,,NA,Riffle,,8.1,Boulder,0.7,0,0,0,0,0,0.7,No,48,0.17,34.538517,111.683064,,-111.6830165,34.53863035,,,
385,6/18/2022 19:55,Available,NA,NA,,,,NA,Riffle,,12.3,Cobble,0.2,0,0,0,0,0,0.2,Yes,22,0.22,34.538493,111.682966,,-111.6830436,34.5384973,,,
386,6/18/2022 19:58,Available,NA,NA,,,,NA,Riffle,,6.3,Boulder,0.2,0.7,0,0,0,0,0.9,No,24,0.43,34.538412,111.682925,,-111.6829546,34.53836011,,,
387,6/18/2022 20:01,Available,NA,NA,,,,NA,Riffle,,9.5,Boulder,0.4,0,0,0,0,0,0.4,No,24,0.41,34.538352,111.682879,,-111.6828798,34.53847457,,,
388,6/18/2022 20:05,Available,NA,NA,,,,NA,Riffle,,6.7,Boulder,0.1,0,0,0,0,0,0.1,No,36,0.14,34.538335,111.682809,,-111.6828622,34.53858713,,,
389,6/18/2022 20:07,Available,NA,NA,,,,NA,Riffle,,13.1,Pebble,0.3,0,0,0,0,0,0.3,No,48,0.06,34.538275,111.682772,,-111.6826709,34.53818472,,,
390,6/18/2022 20:09,Available,NA,NA,,,,NA,Riffle,,8.1,Boulder,0.5,0,0,0,0,0,0.5,Yes,30,0.37,34.538259,111.6827,,-111.6826931,34.5383579,,,
391,6/18/2022 20:11,Available,NA,NA,,,,NA,Riffle,,12.2,Cobble,0.1,0,0,0,0,0,0.1,No,28,0.06,34.538218,111.682638,,-111.6826926,34.53831838,,,
392,6/18/2022 20:13,Available,NA,NA,,,,NA,Run,,12.2,Pebble,0.4,0,0,0,0,0,0.4,Yes,56,0.05,34.538134,111.682618,,-111.6826174,34.53820475,,,
393,6/18/2022 20:15,Available,NA,NA,,,,NA,Run,,11.9,Gravel,0.2,0,0,0,0,0,0.2,Yes,68,0.12,34.538103,111.682548,,-111.6826243,34.53820878,,,
395,6/18/2022 20:19,Available,NA,NA,,,,NA,Run,,10.66,Boulder,0.9,0,0,0,0,0,0.9,No,60,0.02,34.538027,111.682499,,0,0,,,
396,6/18/2022 20:22,Available,NA,NA,,,,NA,Pool,,10.95,Boulder,0.4,0,0,0,0,0,0.4,Yes,66,0.03,34.537962,111.682454,,-111.6822105,34.53794421,,,
397,6/18/2022 20:26,Available,NA,NA,,,,NA,Pool,,9,Boulder,0.1,0,0,0,0,0,0.1,No,60,0.1,34.537935,111.682391,,-111.6822525,34.53774273,,,
399,6/18/2022 20:33,Available,NA,NA,,,,NA,Pool,,8.6,Boulder,0.1,0,0,0,0,0,0.1,No,56,0.08,34.537879,111.682303,,-111.6822792,34.5379356,,,
400,6/18/2022 20:37,Available,NA,NA,,,,NA,Pool,,10.1,Boulder,0.7,0,0,0,0,0,0.7,Yes,26,0.14,34.537867,111.682261,,-111.6822834,34.53786791,,,
401,6/18/2022 20:39,Available,NA,NA,,,,NA,Pool,,10,Boulder,0.1,0,0,0,0,0,0.1,Yes,34,0.05,34.537781,111.682238,,-111.6822472,34.53783372,,,
403,6/18/2022 20:42,Available,NA,NA,,,,NA,Pool,,7.9,Boulder,0.3,0,0.4,0,0,0,0.7,Yes,49,0.01,34.537775,111.682158,,-111.6822412,34.53778809,,,
404,6/18/2022 20:44,Available,NA,NA,,,,NA,Riffle,,7.4,Silt,0,0,0,0.1,0,0,0.1,Yes,8,0.01,34.537701,111.682153,,-111.68224,34.5377829,,,
405,6/18/2022 20:49,Available,NA,NA,,,,NA,Riffle,,6.6,Boulder,0,0,0.4,0,0,0,0.4,Yes,36,0.37,34.537656,111.682111,,-111.6819038,34.53753523,,,
406,6/18/2022 20:51,Available,NA,NA,,,,NA,Riffle,,6.5,Cobble,0.3,0,0,0,0,0,0.3,Yes,40,0.06,34.53761,111.682008,,0,0,,,
407,6/18/2022 20:53,Available,NA,NA,,,,NA,Riffle,,6.7,Boulder,0.7,0,0,0,0,0,0.7,Yes,40,0.34,34.537584,111.681947,,0,0,,,
408,6/18/2022 20:57,Available,NA,NA,,,,NA,Riffle,,8.1,Pebble,0,0,0,0.2,0,0,0.2,Yes,28,0.1,34.537447,111.68189,,-111.6819098,34.53734998,,,
409,6/18/2022 20:59,Available,NA,NA,,,,NA,Riffle,,9.3,Boulder,0.4,0,0,0,0,0,0.4,Yes,38,0.01,34.537429,111.681896,,-111.6818805,34.5373827,,,
410,6/18/2022 21:01,Available,NA,NA,,,,NA,Riffle,,9.2,Cobble,0.3,0,0,0,0,0,0.3,No,46,0.06,34.537392,111.681808,,0,0,,,
411,6/18/2022 21:04,Available,NA,NA,,,,NA,Riffle,,10.2,Cobble,0.3,0,0,0,0,0,0.3,Yes,38,0.01,34.537349,111.681736,,0,0,,,
412,6/18/2022 21:06,Available,NA,NA,,,,NA,Riffle,,11.543,Boulder,0.3,0,0,0,0,0,0.3,Yes,18,0.53,34.537279,111.681721,,0,0,,,
413,6/18/2022 21:08,Available,NA,NA,,,,NA,Riffle,,12.7,Cobble,0.6,0,0,0.1,0,0,0.7,No,20,0.19,34.53721,111.681677,,-111.6816205,34.53726364,,,
414,6/18/2022 21:10,Available,NA,NA,,,,NA,Riffle,,11.5,Boulder,0.3,0,0,0,0,0,0.3,Yes,26,0.37,34.537181,111.681612,,0,0,,,
415,6/18/2022 21:11,Available,NA,NA,,,,NA,Riffle,,10.3,Cobble,0.6,0,0,0,0,0,0.6,Yes,26,0,34.537161,111.681499,,0,0,,,
416,6/18/2022 21:14,Available,NA,NA,,,,NA,Riffle,,10.4,Boulder,0.2,0,0,0.1,0,0,0.3,No,38,0.16,34.537161,111.681499,,-111.681365,34.53717756,,,
419,6/18/2022 21:20,Available,NA,NA,,,,NA,Riffle,,8.7,Boulder,0.8,0,0,0,0,0,0.8,Yes,30,0.64,34.537056,111.681396,,-111.6813969,34.5371185,,,
420,6/18/2022 21:23,Available,NA,NA,,,,NA,Riffle,,9.6,Gravel,0.1,0,0,0,0.5,0,0.6,Yes,54,0,34.537036,111.681323,,-111.6813734,34.53705825,,,
421,6/18/2022 21:25,Available,NA,NA,,,,NA,Riffle,,10.2,Boulder,0.3,0,0,0.6,0,0,0.9,Yes,26,0.13,34.536951,111.681293,,-111.6813693,34.5370422,,,
422,6/18/2022 21:29,Available,NA,NA,,,,NA,Riffle,,8.2,Pebble,0.2,0,0,0,0,0,0.2,Yes,24,0.21,34.536923,111.681218,,-111.681209,34.53690117,,,
423,6/18/2022 21:31,Available,NA,NA,,,,NA,Riffle,,8.5,Boulder,0.3,0,0,0,0,0,0.3,Yes,24,0.06,34.536878,111.681136,,-111.6812151,34.53686661,,,
424,6/18/2022 21:33,Available,NA,NA,,,,NA,Riffle,,7.4,Boulder,0.4,0,0,0,0,0,0.4,Yes,20,0.06,34.536843,111.681062,,-111.6811913,34.53686562,,,
425,6/18/2022 21:35,Available,NA,NA,,,,NA,Riffle,,5.5,Boulder,0.2,0,0,0,0,0,0.2,Yes,38,0.26,34.536771,111.681022,,-111.6811483,34.53682343,,,
426,6/18/2022 21:38,Available,NA,NA,,,,NA,Riffle,,5.7,Boulder,0.4,0,0,0,0,0,0.4,No,22,0.23,34.53674,111.680942,,-111.681152,34.53665654,,,
427,6/18/2022 21:40,Available,NA,NA,,,,NA,Riffle,,7.5,Boulder,0.1,0,0,0,0,0,0.1,No,16,0.99,34.536679,111.680873,,-111.68096,34.53666427,,,
428,6/18/2022 21:44,Available,NA,NA,,,,NA,Pool,,8.7,Cobble,0.3,0,0,0,0,0,0.3,Yes,34,0.01,34.536679,111.680873,,-111.6808858,34.53678892,,,
429,6/18/2022 21:47,Available,NA,NA,,,,NA,Pool,,10.1,Cobble,0,0,0,0,0,0,0,Yes,36,0.03,34.536611,111.680755,,-111.6807457,34.53643172,,,
430,6/18/2022 21:50,Available,NA,NA,,,,NA,Pool,,15.2,Gravel,0,0,0,0,0,0,0,Yes,84,0.04,34.536581,111.680647,,-111.6807264,34.5365665,,,
431,6/18/2022 21:51,Available,NA,NA,,,,NA,Pool,,17.8,Cobble,0,0,0,0,0,0,0,No,60,0.03,34.536581,111.680647,,-111.6806885,34.5365688,,,
432,6/18/2022 21:53,Available,NA,NA,,,,NA,Pool,,14.2,Gravel,0,0,0,0,0,0,0,No,62,0.03,34.536494,111.680567,,0,0,,,
433,6/18/2022 21:55,Available,NA,NA,,,,NA,Pool,,11.3,Gravel,0,0,0,0,0,0,0,Yes,>150,0,34.536477,111.68053,,0,0,Changed canopy to Yes,,
434,6/18/2022 21:58,Available,NA,NA,,,,NA,Pool,,17.6,Sand,0,0,0,0,0,0,0,Yes,62,0.01,34.536477,111.68053,,-111.6804642,34.53641891,,,
436,6/18/2022 22:02,Available,NA,NA,,,,NA,Pool,,14.5,Silt,0,0,0,0,0,0,0,Yes,>150,0,34.536263,111.680231,,-111.6804341,34.53635984,,,
437,6/18/2022 22:09,Available,NA,NA,,,,NA,Pool,,11,Boulder,0.2,0,0,0.2,0,0,0.4,Yes,126,0.01,34.536165,111.680248,,0,0,,,
438,6/18/2022 22:14,Available,NA,NA,,,,NA,Pool,,9,Gravel,0.3,0,0,0,0,0.2,0.5,No,86,0.03,34.53609,111.680232,,-111.6802853,34.53628528,,,
439,6/18/2022 22:16,Available,NA,NA,,,,NA,Pool,,21,Bedrock,0,0,0,0,0,0,0,No,20,0,34.536322,111.680402,,-111.680174,34.53611813,,,
440,6/18/2022 22:28,Available,NA,NA,,,,NA,Riffle,,8.5,Pebble,0.6,0,0,0,0,0,0.6,Yes,32,0..13,34.536082,111.680169,,-111.6801427,34.53608598,,,
441,6/18/2022 22:31,Available,NA,NA,,,,NA,Riffle,,5.8,Gravel,0.2,0,0,0,0,0,0.2,Yes,52,0.17,34.536091,111.680081,,-111.6802471,34.53606727,,,
442,6/18/2022 22:34,Available,NA,NA,,,,NA,Riffle,,8.9,Cobble,0,0,0,0,0,0,0,Yes,24,0,34.536097,111.680005,,-111.6800524,34.53610151,,,
443,6/18/2022 22:36,Available,NA,NA,,,,NA,Riffle,,8.8,Boulder,0.4,0,0,0,0,0,0.4,Yes,7,0.05,34.536097,111.680005,,-111.6800207,34.53605384,,,
444,6/18/2022 22:39,Available,NA,NA,,,,NA,Riffle,,3.9,Boulder,0.6,0,0,0,0,0,0.6,Yes,48,0.9,34.536066,111.679849,,-111.6799813,34.53606445,,,
446,6/18/2022 22:46,Available,NA,NA,,,,NA,Riffle,,8.2,Boulder,0.4,0,0,0,0,0,0.4,Yes,26,0.09,34.53603,111.679751,,-111.6799328,34.53605338,,,
447,6/18/2022 22:50,Available,NA,NA,,,,NA,Riffle,,7.5,Boulder,0.6,0,0,0.1,0,0,0.7,Yes,48,0,34.536012,111.679684,,-111.6799181,34.53605371,,,
448,6/18/2022 22:52,Available,NA,NA,,,,NA,Riffle,,10.4,Boulder,0.5,0,0,0,0,0,0.5,Yes,24,0.22,34.535971,111.679583,,-111.6798885,34.53605724,,,
449,6/18/2022 22:55,Available,NA,NA,,,,NA,Riffle,,8.4,Boulder,0.2,0,0,0,0,0,0.2,No,18,0.81,34.536001,111.679498,,-111.6795053,34.53592729,,,
450,6/18/2022 22:58,Available,NA,NA,,,,NA,Riffle,,7.6,Boulder,0.4,0,0,0,0,0,0.4,Yes,24,0.12,34.536021,111.679432,,-111.679486,34.53604595,,,
451,6/18/2022 23:01,Available,NA,NA,,,,NA,Riffle,,8.4,Boulder,0.4,0,0,0,0,0,0.4,Yes,40,0.28,34.535979,111.679348,,-111.6793875,34.53591418,,,
452,6/18/2022 23:03,Available,NA,NA,,,,NA,Riffle,,7.2,Boulder,0.4,0,0,0,0.5,0,0.9,Yes,26,0.26,34.536006,111.679286,,-111.6792602,34.5358166,,,
39,6/15/2022 22:33,Available ,NA,NA,,,,NA,Pool,,4.36,Cobble,0.4,0,0,0,0,0,0.4,Yes,58,0.29,34.538346,111.688117,Flag with no washer,-111.6882025,34.53832252,"sheet Changed to available- no washer number, note says 'flag no washer' ",,
90,6/16/2022 18:13,Available ,NA,NA,,,,NA,Pool,,820,Boulder,0.1,0,0,0,0,0,0.1,No,>150,0,34.538206,111.687849,"Post field note- width not 820, likely around 15",-111.6878518,34.53812192,,,
154,6/16/2022 22:15,Available ,NA,NA,,,,NA,Pool,,13.469,Gravel,0,0,0,0,0.2,0,0.2,Yes,>150,0,34.528055,111.687128,,-111.6872531,34.53795496,"Changed to Available, gravel ",,
